,caption,prob
1796,a man is standing on a horse in a field.,"[5.5248410e-09 3.3963635e-05 9.9746084e-01 ... 2.4607045e-08 2.6481255e-08
 1.9673116e-08]"
1797,a man is standing on a horse in a field.,"[5.5248410e-09 3.3963635e-05 9.9746084e-01 ... 2.4607045e-08 2.6481255e-08
 1.9673116e-08]"
1798,a man is standing on a horse in a field.,"[5.5248410e-09 3.3963635e-05 9.9746084e-01 ... 2.4607045e-08 2.6481255e-08
 1.9673116e-08]"
1799,a close up of a bird on a tree.,"[4.8164215e-09 3.1989392e-05 9.9783474e-01 ... 2.2038837e-08 2.2402599e-08
 1.7080877e-08]"
1800,a close up of a bird on a tree.,"[4.8164215e-09 3.1989392e-05 9.9783474e-01 ... 2.2038837e-08 2.2402599e-08
 1.7080877e-08]"
1801,a man riding a bike down a street.,"[7.0149544e-09 3.8520619e-05 9.9734205e-01 ... 2.9364653e-08 3.4987178e-08
 2.4344059e-08]"
1802,a man riding a bike down a street.,"[7.0149544e-09 3.8520619e-05 9.9734205e-01 ... 2.9364653e-08 3.4987178e-08
 2.4344059e-08]"
1803,a man riding a bike down a street.,"[7.0149544e-09 3.8520619e-05 9.9734205e-01 ... 2.9364653e-08 3.4987178e-08
 2.4344059e-08]"
1804,a cat laying on a bed with a stuffed animal.,"[3.7124295e-09 2.2179604e-05 9.9810946e-01 ... 1.5628538e-08 1.6128395e-08
 1.2767302e-08]"
1805,a cat laying on a bed with a stuffed animal.,"[3.7124295e-09 2.2179604e-05 9.9810946e-01 ... 1.5628538e-08 1.6128395e-08
 1.2767302e-08]"
1806,a man is holding a frisbee in a park.,"[5.6121401e-09 3.7257996e-05 9.9756277e-01 ... 2.4493005e-08 2.9344889e-08
 1.9750024e-08]"
1807,a man is holding a frisbee in a park.,"[5.6121401e-09 3.7257996e-05 9.9756277e-01 ... 2.4493005e-08 2.9344889e-08
 1.9750024e-08]"
1808,a man is holding a skateboard in the air.,"[7.0810580e-09 4.1687781e-05 9.9733126e-01 ... 2.9631016e-08 3.7501007e-08
 2.4199821e-08]"
1809,a man is holding a skateboard in the air.,"[7.0810580e-09 4.1687781e-05 9.9733126e-01 ... 2.9631016e-08 3.7501007e-08
 2.4199821e-08]"
1810,a man is holding a skateboard in the air.,"[7.0810580e-09 4.1687781e-05 9.9733126e-01 ... 2.9631016e-08 3.7501007e-08
 2.4199821e-08]"
1811,a man is holding a skateboard in the air.,"[7.0810580e-09 4.1687781e-05 9.9733126e-01 ... 2.9631016e-08 3.7501007e-08
 2.4199821e-08]"
1812,a man is standing on a skateboard on a sidewalk.,"[7.2229671e-09 4.3026539e-05 9.9736780e-01 ... 3.1228748e-08 3.9700488e-08
 2.5587431e-08]"
1813,a man is standing on a skateboard on a sidewalk.,"[7.2229671e-09 4.3026539e-05 9.9736780e-01 ... 3.1228748e-08 3.9700488e-08
 2.5587431e-08]"
1814,a man is standing on a skateboard on a sidewalk.,"[7.2229671e-09 4.3026539e-05 9.9736780e-01 ... 3.1228748e-08 3.9700488e-08
 2.5587431e-08]"
1815,a man is standing in a field with a frisbee.,"[5.3011009e-09 3.0317606e-05 9.9741310e-01 ... 2.1934222e-08 2.5832707e-08
 1.8095813e-08]"
1816,a man is standing in a field with a frisbee.,"[5.3011009e-09 3.0317606e-05 9.9741310e-01 ... 2.1934222e-08 2.5832707e-08
 1.8095813e-08]"
1817,a man is standing in a field with a frisbee.,"[5.3011009e-09 3.0317606e-05 9.9741310e-01 ... 2.1934222e-08 2.5832707e-08
 1.8095813e-08]"
1818,a man is standing in a field with a frisbee.,"[5.3011009e-09 3.0317606e-05 9.9741310e-01 ... 2.1934222e-08 2.5832707e-08
 1.8095813e-08]"
1819,a man is holding a skateboard in the air.,"[6.7974302e-09 4.2522228e-05 9.9733847e-01 ... 2.8662662e-08 3.6686615e-08
 2.3407082e-08]"
1820,a man is holding a skateboard in the air.,"[6.7974302e-09 4.2522228e-05 9.9733847e-01 ... 2.8662662e-08 3.6686615e-08
 2.3407082e-08]"
1821,a man is holding a skateboard in the air.,"[6.7974302e-09 4.2522228e-05 9.9733847e-01 ... 2.8662662e-08 3.6686615e-08
 2.3407082e-08]"
1822,a group of people sitting on a motorcycle.,"[8.6671124e-09 2.9682342e-05 9.9737895e-01 ... 3.8765439e-08 4.9135419e-08
 3.3942211e-08]"
1823,a group of people sitting on a motorcycle.,"[8.6671124e-09 2.9682342e-05 9.9737895e-01 ... 3.8765439e-08 4.9135419e-08
 3.3942211e-08]"
1824,a group of people sitting on a motorcycle.,"[8.6671124e-09 2.9682342e-05 9.9737895e-01 ... 3.8765439e-08 4.9135419e-08
 3.3942211e-08]"
1825,a group of people sitting on a motorcycle.,"[8.6671124e-09 2.9682342e-05 9.9737895e-01 ... 3.8765439e-08 4.9135419e-08
 3.3942211e-08]"
1826,a bathroom with a toilet and a sink.,"[5.1693614e-09 2.3218245e-05 9.9764353e-01 ... 2.2605731e-08 2.3162167e-08
 1.8138701e-08]"
1827,a man riding a surfboard on a wave.,"[5.4266169e-09 3.3142464e-05 9.9736005e-01 ... 2.2457938e-08 2.4307381e-08
 1.7904995e-08]"
1828,a man riding a surfboard on a wave.,"[5.4266169e-09 3.3142464e-05 9.9736005e-01 ... 2.2457938e-08 2.4307381e-08
 1.7904995e-08]"
1829,a man riding a surfboard on a wave.,"[5.4266169e-09 3.3142464e-05 9.9736005e-01 ... 2.2457938e-08 2.4307381e-08
 1.7904995e-08]"
1830,a man is standing on a bench with a dog.,"[5.4221618e-09 3.3029308e-05 9.9755484e-01 ... 2.2156424e-08 2.6484559e-08
 1.7713969e-08]"
1831,a man is standing on a bench with a dog.,"[5.4221618e-09 3.3029308e-05 9.9755484e-01 ... 2.2156424e-08 2.6484559e-08
 1.7713969e-08]"
1832,a man is standing on a bench with a dog.,"[5.4221618e-09 3.3029308e-05 9.9755484e-01 ... 2.2156424e-08 2.6484559e-08
 1.7713969e-08]"
1833,a man is standing on a bench with a dog.,"[5.4221618e-09 3.3029308e-05 9.9755484e-01 ... 2.2156424e-08 2.6484559e-08
 1.7713969e-08]"
1834,a man is riding a skateboard down a street.,"[6.5345307e-09 4.4156783e-05 9.9737835e-01 ... 2.5884432e-08 3.2696722e-08
 2.1651189e-08]"
1835,a man riding a skateboard down a street.,"[7.2133943e-09 3.1951389e-05 9.9740714e-01 ... 3.1207470e-08 3.9161755e-08
 2.6442683e-08]"
1836,a man riding a skateboard down a street.,"[7.2133943e-09 3.1951389e-05 9.9740714e-01 ... 3.1207470e-08 3.9161755e-08
 2.6442683e-08]"
1837,a man is riding a skateboard down a ramp.,"[7.7492119e-09 4.0820374e-05 9.9711049e-01 ... 3.2774903e-08 3.8772377e-08
 2.6774904e-08]"
1838,a man is riding a skateboard down a ramp.,"[7.7492119e-09 4.0820374e-05 9.9711049e-01 ... 3.2774903e-08 3.8772377e-08
 2.6774904e-08]"
1839,a man is holding a tennis racket on a court.,"[5.6129261e-09 3.9857521e-05 9.9749690e-01 ... 2.3570349e-08 3.2191419e-08
 1.9839936e-08]"
1840,a man is holding a tennis racket on a court.,"[5.6129261e-09 3.9857521e-05 9.9749690e-01 ... 2.3570349e-08 3.2191419e-08
 1.9839936e-08]"
1841,a person riding a skateboard on a beach.,"[5.6738734e-09 3.4623285e-05 9.9733573e-01 ... 2.3385866e-08 2.5690866e-08
 1.8856488e-08]"
1842,a person riding a skateboard on a beach.,"[5.6738734e-09 3.4623285e-05 9.9733573e-01 ... 2.3385866e-08 2.5690866e-08
 1.8856488e-08]"
1843,a man riding a surfboard on a wave.,"[4.7243769e-09 3.0328256e-05 9.9744761e-01 ... 2.0114932e-08 2.1027860e-08
 1.5376802e-08]"
1844,a man riding a skateboard down a street.,"[7.7093789e-09 4.0912044e-05 9.9707830e-01 ... 3.3648657e-08 3.8551011e-08
 2.6765106e-08]"
1845,a man riding a skateboard down a street.,"[7.7093789e-09 4.0912044e-05 9.9707830e-01 ... 3.3648657e-08 3.8551011e-08
 2.6765106e-08]"
1846,a man riding a skateboard down a street.,"[7.7093789e-09 4.0912044e-05 9.9707830e-01 ... 3.3648657e-08 3.8551011e-08
 2.6765106e-08]"
1847,a man is riding a horse on a field.,"[6.9973498e-09 4.1092801e-05 9.9723476e-01 ... 3.1811961e-08 3.7614065e-08
 2.5540819e-08]"
1848,a man is riding a horse on a field.,"[6.9973498e-09 4.1092801e-05 9.9723476e-01 ... 3.1811961e-08 3.7614065e-08
 2.5540819e-08]"
1849,a man is riding a horse on a field.,"[6.9973498e-09 4.1092801e-05 9.9723476e-01 ... 3.1811961e-08 3.7614065e-08
 2.5540819e-08]"
1850,a man riding a surfboard on a surfboard.,"[5.0582067e-09 3.1679727e-05 9.9740666e-01 ... 2.1565089e-08 2.2977163e-08
 1.6701820e-08]"
1851,a man riding a surfboard on a surfboard.,"[5.0582067e-09 3.1679727e-05 9.9740666e-01 ... 2.1565089e-08 2.2977163e-08
 1.6701820e-08]"
1852,a man riding a surfboard on a surfboard.,"[5.0582067e-09 3.1679727e-05 9.9740666e-01 ... 2.1565089e-08 2.2977163e-08
 1.6701820e-08]"
1853,a man riding a surfboard on a surfboard.,"[5.0582067e-09 3.1679727e-05 9.9740666e-01 ... 2.1565089e-08 2.2977163e-08
 1.6701820e-08]"
1854,a man riding a skateboard down a ramp.,"[7.9866309e-09 3.8165024e-05 9.9710077e-01 ... 3.3298964e-08 4.2106841e-08
 2.8182843e-08]"
1855,a man riding a surfboard on a beach.,"[4.4882342e-09 2.9120674e-05 9.9753976e-01 ... 1.8631658e-08 1.9720021e-08
 1.4421835e-08]"
1856,a man riding a surfboard on a beach.,"[4.4882342e-09 2.9120674e-05 9.9753976e-01 ... 1.8631658e-08 1.9720021e-08
 1.4421835e-08]"
1857,a man riding a surfboard on a beach.,"[4.4882342e-09 2.9120674e-05 9.9753976e-01 ... 1.8631658e-08 1.9720021e-08
 1.4421835e-08]"
1858,a person riding a skateboard down a ramp.,"[6.4628995e-09 3.2495642e-05 9.9720913e-01 ... 2.7734847e-08 2.9077848e-08
 2.2231829e-08]"
1859,a man is riding a wave on a surfboard.,"[4.3691983e-09 2.9921121e-05 9.9754012e-01 ... 1.7943101e-08 1.8945585e-08
 1.4055739e-08]"
1860,a man is riding a wave on a surfboard.,"[4.3691983e-09 2.9921121e-05 9.9754012e-01 ... 1.7943101e-08 1.8945585e-08
 1.4055739e-08]"
1861,a man is riding a wave on a surfboard.,"[4.3691983e-09 2.9921121e-05 9.9754012e-01 ... 1.7943101e-08 1.8945585e-08
 1.4055739e-08]"
1862,a man riding a skateboard down a ramp.,"[8.3608347e-09 3.6798996e-05 9.9693680e-01 ... 3.6762529e-08 3.9818371e-08
 2.9756158e-08]"
1863,a man riding a skateboard down a ramp.,"[8.3608347e-09 3.6798996e-05 9.9693680e-01 ... 3.6762529e-08 3.9818371e-08
 2.9756158e-08]"
1864,a man riding a skateboard down a ramp.,"[8.3608347e-09 3.6798996e-05 9.9693680e-01 ... 3.6762529e-08 3.9818371e-08
 2.9756158e-08]"
1865,a man is riding a skateboard on a ramp.,"[6.4448025e-09 4.1555453e-05 9.9733633e-01 ... 2.5187488e-08 3.1836507e-08
 2.1145564e-08]"
1866,a man is riding a skateboard on a ramp.,"[6.4448025e-09 4.1555453e-05 9.9733633e-01 ... 2.5187488e-08 3.1836507e-08
 2.1145564e-08]"
1867,a man is riding a skateboard on a ramp.,"[6.4448025e-09 4.1555453e-05 9.9733633e-01 ... 2.5187488e-08 3.1836507e-08
 2.1145564e-08]"
1868,a man in a suit and tie is standing on a sidewalk.,"[6.7494259e-09 4.7232643e-05 9.9739230e-01 ... 2.7930913e-08 3.7138275e-08
 2.3312060e-08]"
1869,a man in a suit and tie is standing on a sidewalk.,"[6.7494259e-09 4.7232643e-05 9.9739230e-01 ... 2.7930913e-08 3.7138275e-08
 2.3312060e-08]"
1870,a man in a suit and tie is standing on a sidewalk.,"[6.7494259e-09 4.7232643e-05 9.9739230e-01 ... 2.7930913e-08 3.7138275e-08
 2.3312060e-08]"
1871,a man is holding a tennis racket in a hand.,"[5.2602411e-09 4.4061508e-05 9.9758101e-01 ... 2.2216547e-08 2.9468824e-08
 1.8009361e-08]"
1872,a man is holding a tennis racket in a hand.,"[5.2602411e-09 4.4061508e-05 9.9758101e-01 ... 2.2216547e-08 2.9468824e-08
 1.8009361e-08]"
1873,a man is holding a tennis racket in a hand.,"[5.2602411e-09 4.4061508e-05 9.9758101e-01 ... 2.2216547e-08 2.9468824e-08
 1.8009361e-08]"
1874,a man is holding a tennis racket in a hand.,"[5.2602411e-09 4.4061508e-05 9.9758101e-01 ... 2.2216547e-08 2.9468824e-08
 1.8009361e-08]"
1875,a large airplane is on a runway in the sky.,"[4.9966364e-09 1.8269975e-05 9.9780625e-01 ... 2.0794596e-08 2.4589806e-08
 1.7676745e-08]"
1876,a large airplane is on a runway in the sky.,"[4.9966364e-09 1.8269975e-05 9.9780625e-01 ... 2.0794596e-08 2.4589806e-08
 1.7676745e-08]"
1877,a large airplane is on a runway in the sky.,"[4.9966364e-09 1.8269975e-05 9.9780625e-01 ... 2.0794596e-08 2.4589806e-08
 1.7676745e-08]"
1878,a man is standing on a bench with a dog.,"[5.9081047e-09 3.4641820e-05 9.9749374e-01 ... 2.4665798e-08 3.0480972e-08
 1.9941586e-08]"
1879,a man is standing on a bench with a dog.,"[5.9081047e-09 3.4641820e-05 9.9749374e-01 ... 2.4665798e-08 3.0480972e-08
 1.9941586e-08]"
1880,a man is standing on a bench with a dog.,"[5.9081047e-09 3.4641820e-05 9.9749374e-01 ... 2.4665798e-08 3.0480972e-08
 1.9941586e-08]"
1881,a man is standing on a bench with a dog.,"[5.9081047e-09 3.4641820e-05 9.9749374e-01 ... 2.4665798e-08 3.0480972e-08
 1.9941586e-08]"
1882,a man in a white shirt is holding a frisbee.,"[4.3861612e-09 3.8830938e-05 9.9771249e-01 ... 1.9908711e-08 2.3034239e-08
 1.5082472e-08]"
1883,a man in a white shirt is holding a frisbee.,"[4.3861612e-09 3.8830938e-05 9.9771249e-01 ... 1.9908711e-08 2.3034239e-08
 1.5082472e-08]"
1884,a man in a white shirt is holding a frisbee.,"[4.3861612e-09 3.8830938e-05 9.9771249e-01 ... 1.9908711e-08 2.3034239e-08
 1.5082472e-08]"
1885,a man in a white shirt is holding a frisbee.,"[4.3861612e-09 3.8830938e-05 9.9771249e-01 ... 1.9908711e-08 2.3034239e-08
 1.5082472e-08]"
1886,a man is standing in a field with a horse.,"[5.3802660e-09 2.8736327e-05 9.9746966e-01 ... 2.3854909e-08 2.6685827e-08
 1.8995227e-08]"
1887,a man is standing in a field with a horse.,"[5.3802660e-09 2.8736327e-05 9.9746966e-01 ... 2.3854909e-08 2.6685827e-08
 1.8995227e-08]"
1888,a man is standing in a field with a horse.,"[5.3802660e-09 2.8736327e-05 9.9746966e-01 ... 2.3854909e-08 2.6685827e-08
 1.8995227e-08]"
1889,a man in a suit and tie is standing on a sidewalk.,"[5.6662866e-09 4.8645157e-05 9.9757057e-01 ... 2.1203403e-08 2.6071628e-08
 1.7474610e-08]"
1890,a man in a suit and tie is standing on a sidewalk.,"[5.6662866e-09 4.8645157e-05 9.9757057e-01 ... 2.1203403e-08 2.6071628e-08
 1.7474610e-08]"
1891,a large building with a clock on it.,"[6.1726784e-09 2.3294680e-05 9.9745160e-01 ... 2.6492376e-08 3.1393636e-08
 2.2136053e-08]"
1892,a large building with a clock on it.,"[6.1726784e-09 2.3294680e-05 9.9745160e-01 ... 2.6492376e-08 3.1393636e-08
 2.2136053e-08]"
1893,a large building with a clock on it.,"[6.1726784e-09 2.3294680e-05 9.9745160e-01 ... 2.6492376e-08 3.1393636e-08
 2.2136053e-08]"
1894,a man is standing on a bench in a park.,"[6.8410024e-09 4.3208009e-05 9.9730432e-01 ... 2.6864932e-08 3.4839953e-08
 2.2965517e-08]"
1895,a man is standing on a bench in a park.,"[6.8410024e-09 4.3208009e-05 9.9730432e-01 ... 2.6864932e-08 3.4839953e-08
 2.2965517e-08]"
1896,a man in a suit and tie is standing in a park.,"[3.4521996e-09 3.3369750e-05 9.9812549e-01 ... 1.3063226e-08 1.4007528e-08
 1.0369225e-08]"
1897,a man in a suit and tie is standing in a park.,"[3.4521996e-09 3.3369750e-05 9.9812549e-01 ... 1.3063226e-08 1.4007528e-08
 1.0369225e-08]"
1898,a man is holding a skateboard in the air.,"[5.5668918e-09 3.7747235e-05 9.9752802e-01 ... 2.4068189e-08 2.9308460e-08
 1.8915999e-08]"
1899,a man is holding a skateboard in the air.,"[5.5668918e-09 3.7747235e-05 9.9752802e-01 ... 2.4068189e-08 2.9308460e-08
 1.8915999e-08]"
1900,a man is holding a skateboard in the air.,"[5.5668918e-09 3.7747235e-05 9.9752802e-01 ... 2.4068189e-08 2.9308460e-08
 1.8915999e-08]"
1901,a man is holding a skateboard in the air.,"[5.5668918e-09 3.7747235e-05 9.9752802e-01 ... 2.4068189e-08 2.9308460e-08
 1.8915999e-08]"
1902,a man is holding a surfboard in the air.,"[4.8893107e-09 3.7196485e-05 9.9761558e-01 ... 2.1284631e-08 2.5268413e-08
 1.6210633e-08]"
1903,a man is holding a surfboard in the air.,"[4.8893107e-09 3.7196485e-05 9.9761558e-01 ... 2.1284631e-08 2.5268413e-08
 1.6210633e-08]"
1904,a man is holding a surfboard in the air.,"[4.8893107e-09 3.7196485e-05 9.9761558e-01 ... 2.1284631e-08 2.5268413e-08
 1.6210633e-08]"
1905,a man is holding a surfboard in the air.,"[4.8893107e-09 3.7196485e-05 9.9761558e-01 ... 2.1284631e-08 2.5268413e-08
 1.6210633e-08]"
1906,a person is flying a kite in the air.,"[4.3606057e-09 2.9315874e-05 9.9764085e-01 ... 1.7664346e-08 1.8918680e-08
 1.4112041e-08]"
1907,a person is flying a kite in the air.,"[4.3606057e-09 2.9315874e-05 9.9764085e-01 ... 1.7664346e-08 1.8918680e-08
 1.4112041e-08]"
1908,a person is flying a kite in the air.,"[4.3606057e-09 2.9315874e-05 9.9764085e-01 ... 1.7664346e-08 1.8918680e-08
 1.4112041e-08]"
1909,a person is flying a kite in the air.,"[4.3606057e-09 2.9315874e-05 9.9764085e-01 ... 1.7664346e-08 1.8918680e-08
 1.4112041e-08]"
1910,a man riding a skateboard down a street.,"[7.4508577e-09 4.3581917e-05 9.9721968e-01 ... 3.1790794e-08 3.9816296e-08
 2.6437359e-08]"
1911,a man riding a skateboard down a street.,"[7.4508577e-09 4.3581917e-05 9.9721968e-01 ... 3.1790794e-08 3.9816296e-08
 2.6437359e-08]"
1912,a man riding a skateboard down a street.,"[7.4508577e-09 4.3581917e-05 9.9721968e-01 ... 3.1790794e-08 3.9816296e-08
 2.6437359e-08]"
1913,a man riding a skateboard down a street.,"[7.4508577e-09 4.3581917e-05 9.9721968e-01 ... 3.1790794e-08 3.9816296e-08
 2.6437359e-08]"
1914,a man is holding a cell phone in a room.,"[5.3173235e-09 3.2772459e-05 9.9790597e-01 ... 2.1280229e-08 2.7318624e-08
 1.8289295e-08]"
1915,a man is holding a cell phone in a room.,"[5.3173235e-09 3.2772459e-05 9.9790597e-01 ... 2.1280229e-08 2.7318624e-08
 1.8289295e-08]"
1916,a man holding a cell phone in a hand.,"[4.4666431e-09 3.3242319e-05 9.9806839e-01 ... 1.9836314e-08 2.2116094e-08
 1.5471064e-08]"
1917,a large giraffe standing in a field with trees.,"[4.4975175e-09 2.2236491e-05 9.9766976e-01 ... 1.9418412e-08 2.0518501e-08
 1.5377703e-08]"
1918,a large giraffe standing in a field with trees.,"[4.4975175e-09 2.2236491e-05 9.9766976e-01 ... 1.9418412e-08 2.0518501e-08
 1.5377703e-08]"
1919,a group of people sitting at a table with a cake.,"[5.9691811e-09 2.7335003e-05 9.9751294e-01 ... 2.8490353e-08 2.9092423e-08
 2.2510143e-08]"
1920,a group of people sitting at a table with a cake.,"[5.9691811e-09 2.7335003e-05 9.9751294e-01 ... 2.8490353e-08 2.9092423e-08
 2.2510143e-08]"
1921,a group of people sitting at a table with a cake.,"[5.9691811e-09 2.7335003e-05 9.9751294e-01 ... 2.8490353e-08 2.9092423e-08
 2.2510143e-08]"
1922,a man in a suit and a hat is standing on a bench.,"[4.3750723e-09 4.9111426e-05 9.9763417e-01 ... 1.4845576e-08 1.8164149e-08
 1.2490647e-08]"
1923,a man in a suit and a hat is standing on a bench.,"[4.3750723e-09 4.9111426e-05 9.9763417e-01 ... 1.4845576e-08 1.8164149e-08
 1.2490647e-08]"
1924,a man in a suit and a hat is standing on a bench.,"[4.3750723e-09 4.9111426e-05 9.9763417e-01 ... 1.4845576e-08 1.8164149e-08
 1.2490647e-08]"
1925,a man in a suit and a hat is standing on a bench.,"[4.3750723e-09 4.9111426e-05 9.9763417e-01 ... 1.4845576e-08 1.8164149e-08
 1.2490647e-08]"
1926,a large clock tower with a clock on it.,"[5.0052895e-09 2.1400736e-05 9.9763143e-01 ... 2.1526590e-08 2.4107120e-08
 1.7509974e-08]"
1927,a large clock tower with a clock on it.,"[5.0052895e-09 2.1400736e-05 9.9763143e-01 ... 2.1526590e-08 2.4107120e-08
 1.7509974e-08]"
1928,a man is sitting on a bench in a park.,"[5.0860165e-09 4.1076499e-05 9.9770653e-01 ... 2.0554628e-08 2.4017506e-08
 1.6806657e-08]"
1929,a man is sitting on a bench in a park.,"[5.0860165e-09 4.1076499e-05 9.9770653e-01 ... 2.0554628e-08 2.4017506e-08
 1.6806657e-08]"
1930,a man is sitting on a bench in a park.,"[5.0860165e-09 4.1076499e-05 9.9770653e-01 ... 2.0554628e-08 2.4017506e-08
 1.6806657e-08]"
1931,a man is sitting on a bench in a park.,"[5.0860165e-09 4.1076499e-05 9.9770653e-01 ... 2.0554628e-08 2.4017506e-08
 1.6806657e-08]"
1932,a group of people riding horses down a street.,"[8.1706970e-09 3.4321198e-05 9.9721873e-01 ... 3.6060435e-08 4.3584969e-08
 3.0533428e-08]"
1933,a group of people riding horses down a street.,"[8.1706970e-09 3.4321198e-05 9.9721873e-01 ... 3.6060435e-08 4.3584969e-08
 3.0533428e-08]"
1934,a group of people riding horses down a street.,"[8.1706970e-09 3.4321198e-05 9.9721873e-01 ... 3.6060435e-08 4.3584969e-08
 3.0533428e-08]"
1935,a man is riding a skateboard on a street.,"[7.0328254e-09 3.6311565e-05 9.9748838e-01 ... 3.0402369e-08 3.8214150e-08
 2.5345022e-08]"
1936,a man is riding a skateboard on a street.,"[7.0328254e-09 3.6311565e-05 9.9748838e-01 ... 3.0402369e-08 3.8214150e-08
 2.5345022e-08]"
1937,a man is riding a skateboard on a street.,"[7.0328254e-09 3.6311565e-05 9.9748838e-01 ... 3.0402369e-08 3.8214150e-08
 2.5345022e-08]"
1938,a man riding a snowboard down a snow covered slope.,"[6.1334648e-09 3.4566845e-05 9.9735403e-01 ... 2.6847369e-08 2.6549724e-08
 2.1135937e-08]"
1939,a man riding a snowboard down a snow covered slope.,"[6.1334648e-09 3.4566845e-05 9.9735403e-01 ... 2.6847369e-08 2.6549724e-08
 2.1135937e-08]"
1940,a man riding a snowboard down a snow covered slope.,"[6.1334648e-09 3.4566845e-05 9.9735403e-01 ... 2.6847369e-08 2.6549724e-08
 2.1135937e-08]"
